index_x,Year,State,Employed persons ('000) (D7)_15–19,Employed persons ('000) (D7)_20–24,Employed persons ('000) (D7)_25–29,Employed persons ('000) (D7)_30–34,Employed persons ('000) (D7)_35–39,Employed persons ('000) (D7)_40–44,Employed persons ('000) (D7)_45–49,Employed persons ('000) (D7)_50–54,Employed persons ('000) (D7)_55–59,Employed persons ('000) (D7)_60–64,Labour force ('000) (D7)_15–19,Labour force ('000) (D7)_20–24,Labour force ('000) (D7)_25–29,Labour force ('000) (D7)_30–34,Labour force ('000) (D7)_35–39,Labour force ('000) (D7)_40–44,Labour force ('000) (D7)_45–49,Labour force ('000) (D7)_50–54,Labour force ('000) (D7)_55–59,Labour force ('000) (D7)_60–64,index_y,national_Employed persons ('000) (D7)_15–19,national_Employed persons ('000) (D7)_20–24,national_Employed persons ('000) (D7)_25–29,national_Employed persons ('000) (D7)_30–34,national_Employed persons ('000) (D7)_35–39,national_Employed persons ('000) (D7)_40–44,national_Employed persons ('000) (D7)_45–49,national_Employed persons ('000) (D7)_50–54,national_Employed persons ('000) (D7)_55–59,national_Employed persons ('000) (D7)_60–64,national_Labour force ('000) (D7)_15–19,national_Labour force ('000) (D7)_20–24,national_Labour force ('000) (D7)_25–29,national_Labour force ('000) (D7)_30–34,national_Labour force ('000) (D7)_35–39,national_Labour force ('000) (D7)_40–44,national_Labour force ('000) (D7)_45–49,national_Labour force ('000) (D7)_50–54,national_Labour force ('000) (D7)_55–59,national_Labour force ('000) (D7)_60–64,Female_Unemployment Rate (%) (D6),Male_Unemployment Rate (%) (D6),national_Female_Unemployment Rate (%) (D6),national_Male_Unemployment Rate (%) (D6),index_x_,Employed persons ('000) (D3)_Certificate,Employed persons ('000) (D3)_Degree,Employed persons ('000) (D3)_Diploma,Employed persons ('000) (D3)_No certificate,Employed persons ('000) (D3)_Not applicable,Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Employed persons ('000) (D3)_Religious certificate,Employed persons ('000) (D3)_SPM or equivalent,Employed persons ('000) (D3)_STPM or equivalent,Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,Labour Force ('000) (D3)_Certificate,Labour Force ('000) (D3)_Degree,Labour Force ('000) (D3)_Diploma,Labour Force ('000) (D3)_No certificate,Labour Force ('000) (D3)_Not applicable,Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Labour Force ('000) (D3)_Religious certificate,Labour Force ('000) (D3)_SPM or equivalent,Labour Force ('000) (D3)_STPM or equivalent,Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,index_y_,national_Employed persons ('000) (D3)_Certificate,national_Employed persons ('000) (D3)_Degree,national_Employed persons ('000) (D3)_Diploma,national_Employed persons ('000) (D3)_No certificate,national_Employed persons ('000) (D3)_Not applicable,national_Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Employed persons ('000) (D3)_Religious certificate,national_Employed persons ('000) (D3)_SPM or equivalent,national_Employed persons ('000) (D3)_STPM or equivalent,national_Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,national_Labour Force ('000) (D3)_Certificate,national_Labour Force ('000) (D3)_Degree,national_Labour Force ('000) (D3)_Diploma,national_Labour Force ('000) (D3)_No certificate,national_Labour Force ('000) (D3)_Not applicable,national_Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Labour Force ('000) (D3)_Religious certificate,national_Labour Force ('000) (D3)_SPM or equivalent,national_Labour Force ('000) (D3)_STPM or equivalent,national_Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,Price type (D2),National GDP (RM Million) (D2),national_gdp_growth (%) (D2),national_lf ('000) (D1),national_lf_employed ('000) (D1),national_lf_unemployed ('000) (D1),national_lf_outside ('000) (D1),national_p_rate (%) (D1),national_ep_ratio (%) (D1),national_u_rate (%) (D1),national_CPI (D4),national_Inflation Rate (%) (D4),national_IPI (D5),national_Industrial Production Rate (%) (D5)
95,1988,Kedah,38.6,72.1,64.4,62.5,51.4,42.8,44.2,39.1,28.2,16.1,51.3,87.1,67.9,64.0,52.7,44.2,44.6,39.3,28.8,16.1,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,9.6,6.2,8.2,6.7,95.0,-,5,8.7,270.8,63.6,34.8,2.6,65.4,6,-,-,5.4,8.8,285.5,64.5,39.4,2.6,79.7,8,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
96,1988,Kelantan,28.4,51.6,53.2,46.9,48.0,39.9,31.3,27.1,20.2,16.6,39.0,67.2,55.1,47.8,48.7,40.3,31.6,27.3,20.3,16.6,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,6.7,8.4,8.2,6.7,96.0,-,5.5,9.1,177,88.1,28.3,0.8,51,3.6,-,-,6,9.6,189.2,88.4,32.6,0.8,61.7,5.6,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
98,1988,Melaka,15.7,29.8,26.1,23.0,22.5,21.3,15.0,11.2,5.9,4.9,20.4,36.4,27.6,24.2,22.8,21.5,15.6,11.3,6.2,4.9,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,8.0,8.2,8.2,6.7,98.0,-,3.7,6.5,96.7,13.2,18.6, -,33,3.7,-,-,3.9,6.5,104.3,13.6,19.6,0,38.1,4.9,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
99,1988,Negeri Sembilan,20.9,37.1,36.0,33.0,30.7,21.2,20.2,15.5,8.3,5.0,25.1,44.0,37.3,33.8,31.0,21.4,20.5,16.0,8.4,5.0,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,6.8,5.5,8.2,6.7,99.0,-,4.1,6.3,149.6,13.3,15.4, -,35.8,3.5,-,-,4.2,6.6,157.1,13.4,17.6,0,39.9,3.8,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
100,1988,Pahang,34.4,63.3,62.3,47.5,42.3,35.2,29.9,21.4,9.7,5.4,44.1,71.8,64.6,48.3,42.7,35.5,30.4,21.8,10.1,5.6,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,7.7,5.6,8.2,6.7,100.0,-,2.6,8,219.9,31.7,28.2,0.6,57.7,2.7,-,-,2.9,8.2,230,32,31.5,0.6,66.5,3.1,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
101,1988,Perak,58.0,110.0,88.1,84.3,81.5,64.1,59.7,55.1,34.1,21.8,76.5,131.4,93.5,87.2,83.8,66.0,61.5,56.3,36.1,22.7,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,8.2,8.1,8.2,6.7,101.0,-,7.7,23,407.1,60.6,70,0.9,80.6,6.9,-,-,8.6,23.4,439,62,78.4,0.9,95.1,7.7,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
102,1988,Perlis,3.6,8.7,11.4,10.1,8.3,6.2,6.0,5.6,2.5,3.0,5.3,11.0,11.6,10.3,8.7,6.2,6.4,5.8,2.7,3.0,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,11.1,6.2,8.2,6.7,102.0,-,1.6,1,35.3,6.5,6.4,0.9,13.5,0.4,-,-,1.6,1.1,36.9,6.5,7.2,0.9,16.3,0.4,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
103,1988,Pulau Pinang,30.3,82.3,74.6,54.4,46.4,37.1,32.1,23.8,10.2,7.7,39.4,93.2,79.3,56.3,47.2,37.7,32.5,24.1,10.3,7.7,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,6.8,6.7,8.2,6.7,103.0,-,9.3,12,224.3,16.6,43.2, -,84,9.5,-,-,9.5,12.9,239.2,16.9,46,-,91.8,11.4,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
104,1988,Sabah,38.1,66.3,75.1,67.9,53.3,35.3,35.1,24.6,17.8,11.2,55.6,79.6,78.2,69.2,54.5,35.6,35.5,24.9,18.1,11.2,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,9.2,7.8,8.2,6.7,104.0,-,6.3,4.1,230.6,94.7,43.9,0.1,41.1,3.9,-,-,6.5,4.3,249.2,96.4,53.1,0.1,48.5,4.5,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
105,1988,Sarawak,89.9,106.4,97.2,82.4,68.4,55.5,51.1,37.9,30.4,18.0,119.3,129.4,104.2,86.8,71.4,58.0,52.2,38.8,31.6,18.7,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,14.9,7.0,8.2,6.7,105.0,-,10.8,12.7,330.2,161.8,61,0.3,56.2,4.2,-,-,11.3,13.6,372.5,167.9,72,0.3,67.3,5.5,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
106,1988,Selangor,72.6,171.7,173.8,148.9,110.5,77.5,62.1,42.3,19.6,14.2,88.4,191.4,181.6,152.7,113.2,79.4,63.5,43.7,20.6,14.4,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,5.2,6.3,8.2,6.7,106.0,-,51.7,30.8,452.1,45.5,70.1,0.7,213.2,28.8,-,-,53,32.3,478.1,46.8,77,0.7,230.6,30.3,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
107,1988,Terengganu,22.5,38.5,37.4,28.8,25.3,22.4,20.2,16.4,10.6,7.8,30.3,46.2,40.4,29.7,26.6,23.2,20.9,17.1,11.1,8.1,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,13.1,7.1,8.2,6.7,107.0,-,4.3,7.8,113.3,41.5,17.8,1.3,39,4.9,-,-,4.5,8.5,124.2,43.3,20.9,1.3,45.2,5.7,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
108,1988,W.P. Kuala Lumpur,28.3,99.0,101.9,77.9,61.1,38.5,29.4,19.6,9.6,4.3,34.0,110.0,106.2,81.0,62.8,39.5,30.6,20.1,10.1,4.5,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,4.7,6.5,8.2,6.7,108.0,-,23.3,12.9,218.1,13.7,46.6,0.4,133.1,21.5,-,-,24.3,13.1,232.5,14.7,49.6,0.4,141.7,22.5,-,97.0,-,146,167.3,"3,408.80",714.5,555.3,9.1,"1,041.80",111.3,-,-,152.4,173.7,"3,645.70",730.9,621.2,9.3,"1,173.80",127,-,Current Prices,92370.0,13.917493987790586,6637.0,6157.2,479.8,3301.5,66.8,62.0,7.2,130.0,2.5236593059936934,135.0,13.636363636363638
109,1988,W.P. Labuan,0.9,2.2,2.6,2.6,1.7,0.8,0.6,0.4,0.3,0.1,1.5,2.7,2.8,2.8,1.7,0.8,0.7,0.4,0.3,0.1,97,560.6,1080.7,1033.5,887.6,748.3,575.7,495.5,385.4,233.9,156.0,728.8,1257.9,1084.0,913.9,766.0,588.0,505.8,392.9,241.2,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1989,Johor,77.3,156.0,140.3,114.6,97.8,77.9,61.9,50.4,28.6,17.6,92.4,170.9,144.2,116.5,99.0,78.2,62.4,51.3,29.0,17.9,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,5.0,4.4,6.5,5.3,110.0,-,12.1,25.6,489.1,59.8,72.7,0.1,147.5,15.4,-,-,12.7,26.7,508.3,60.5,77.1,0.1,158.8,17.5,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
111,1989,Kedah,38.8,68.3,66.7,57.2,56.0,46.2,36.7,32.8,23.1,17.5,48.2,78.6,70.3,58.1,56.6,46.6,37.1,33.3,23.4,17.8,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,7.0,5.0,6.5,5.3,111.0,-,5,11.6,253.8,59.4,31.8,0.5,74.6,6.6,-,-,5.7,12.3,265.5,60.2,34.7,0.5,82.9,8.2,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
112,1989,Kelantan,30.9,52.9,55.5,47.9,39.8,39.1,38.0,28.2,17.0,14.4,37.6,63.2,58.8,49.1,40.4,39.5,38.7,28.7,17.3,15.2,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,5.6,6.8,6.5,5.3,112.0,-,4.6,11.2,163.8,81.1,32.2,0.2,63.9,6.7,-,-,5.5,11.9,170.8,83.1,35.6,0.2,73.4,7.7,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
114,1989,Melaka,14.2,35.0,30.6,25.7,21.9,19.0,14.0,12.2,7.2,6.0,18.8,38.8,32.4,26.2,22.6,19.0,14.1,12.4,7.4,6.1,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,7.0,5.4,6.5,5.3,114.0,-,4.1,6.9,104.2,10.4,16.7, -,40.3,3.3,-,-,4.2,7.3,109.7,10.6,18.1,0,43.9,4.1,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
115,1989,Negeri Sembilan,20.1,32.3,37.1,34.2,33.6,23.1,19.1,15.4,8.5,5.9,24.0,36.3,38.2,35.0,33.9,23.9,19.2,15.6,8.9,6.0,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,5.2,4.7,6.5,5.3,115.0,-,3.3,5.5,143.7,13.2,23.6, -,36.3,3.6,-,-,3.5,5.8,150.4,13.4,25.4,0,38.7,3.8,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
116,1989,Pahang,36.9,66.1,61.2,54.5,47.4,39.0,30.8,24.7,12.4,6.1,42.0,72.6,62.7,55.1,47.6,39.3,30.9,24.9,12.6,6.2,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,5.1,3.1,6.5,5.3,116.0,-,5.7,12.4,218.1,31.9,36.5,0.4,69,5.2,-,-,5.9,12.6,223.2,32.3,38.6,0.4,75.1,5.7,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
117,1989,Perak,62.0,106.7,102.8,88.2,78.2,75.4,65.0,54.1,32.4,21.9,74.9,120.1,108.1,90.2,79.2,76.4,66.5,54.9,33.6,22.5,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,5.4,5.7,6.5,5.3,117.0,-,8.4,20.8,431.4,58.5,64.5,0.6,92.4,10.2,-,-,9,21.5,452.7,59.6,69.3,0.6,101.7,12,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
118,1989,Perlis,3.4,11.2,9.3,10.0,9.4,6.0,6.8,5.3,2.8,2.1,5.4,12.8,9.6,10.4,9.6,6.0,6.8,5.4,2.8,2.2,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,8.3,5.6,6.5,5.3,118.0,-,1.1,2.3,34.5,6.7,5.3,0.3,15.2,1,-,-,1.1,2.3,36.1,6.7,6.1,0.3,17.3,1.1,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
119,1989,Pulau Pinang,34.4,95.4,75.2,62.6,54.2,40.5,31.5,22.9,12.3,7.2,39.9,102.1,77.1,63.6,55.3,41.1,31.8,23.3,12.4,7.3,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,2.7,4.6,6.5,5.3,119.0,-,10.2,7.9,247.5,18.8,37.5,0.2,98.6,15.5,-,-,10.6,8.1,257.3,19,39.5,0.2,102.6,16.6,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
120,1989,Sabah,42.2,69.0,74.4,72.3,59.1,36.6,35.9,25.5,17.7,9.7,60.9,79.3,76.8,73.6,59.5,37.2,36.5,26.0,17.8,9.8,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,8.5,6.9,6.5,5.3,120.0,-,5,6,248,94.6,44.3,0.1,41.3,3.2,-,-,5.3,6.3,266.9,96.3,51.6,0.1,47.1,3.8,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
121,1989,Sarawak,95.0,116.7,103.9,85.1,77.7,62.8,53.3,39.7,32.3,20.7,123.7,137.8,112.4,88.9,80.9,64.5,55.0,40.9,34.2,21.8,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,13.7,6.7,6.5,5.3,121.0,-,11.7,15.5,352.2,173.9,59.2,0.3,68.8,5.6,-,-,12.2,16.7,391.9,180.9,71.5,0.3,80.8,5.8,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
122,1989,Selangor,67.8,182.6,181.6,145.4,115.7,77.5,60.6,40.1,18.6,10.2,79.8,195.2,185.5,147.8,117.2,78.5,61.7,41.2,19.3,10.6,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,3.2,4.3,6.5,5.3,122.0,-,47,38.5,411.8,42.3,78.7,0.9,244.2,36.8,-,-,48.2,39.5,426.4,43.8,83.9,0.9,256.3,37.6,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
123,1989,Terengganu,19.7,37.8,40.1,34.2,24.2,20.9,19.6,18.7,8.8,5.9,30.0,49.6,44.3,35.1,24.9,21.7,20.6,20.2,9.5,6.2,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,16.8,10.0,6.5,5.3,123.0,-,4,7.4,116.3,40.3,16.2,0.4,41.2,4.2,-,-,4.5,7.9,130.3,42.8,19.5,0.4,50.9,5.8,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
124,1989,W.P. Kuala Lumpur,31.0,100.5,110.6,84.9,62.2,46.0,32.7,22.5,9.6,4.5,35.3,108.1,113.2,86.4,63.2,47.0,33.1,23.3,9.9,4.8,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,2.9,4.2,6.5,5.3,124.0,-,26.4,16.7,222.1,13.9,49.6,0.2,151.8,24.1,-,-,27.1,17.5,229.8,14.8,52.5,0.2,157.5,25,-,113.0,-,148.8,188.4,"3,443.20",706.4,570.6,4.1,"1,187.50",141.7,-,-,155.9,196.7,"3,626.80",725.5,625.3,4.1,"1,289.90",155,-,Current Prices,105233.0,13.92551694273032,6779.4,6390.9,388.5,3463.5,66.2,62.4,5.7,133.7,2.8461538461538374,111.9,11.900000000000006
125,1989,W.P. Labuan,0.9,2.2,2.8,2.9,1.9,1.0,0.8,0.4,0.3,0.2,1.5,2.6,2.9,2.9,1.9,1.0,0.8,0.4,0.3,0.2,113,574.5,1132.9,1092.0,919.8,779.1,611.1,506.7,392.8,231.6,150.2,714.5,1267.9,1136.4,939.0,791.9,619.8,515.1,401.8,238.4,154.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
