index_x,Year,State,Employed persons ('000) (D7)_15–19,Employed persons ('000) (D7)_20–24,Employed persons ('000) (D7)_25–29,Employed persons ('000) (D7)_30–34,Employed persons ('000) (D7)_35–39,Employed persons ('000) (D7)_40–44,Employed persons ('000) (D7)_45–49,Employed persons ('000) (D7)_50–54,Employed persons ('000) (D7)_55–59,Employed persons ('000) (D7)_60–64,Labour force ('000) (D7)_15–19,Labour force ('000) (D7)_20–24,Labour force ('000) (D7)_25–29,Labour force ('000) (D7)_30–34,Labour force ('000) (D7)_35–39,Labour force ('000) (D7)_40–44,Labour force ('000) (D7)_45–49,Labour force ('000) (D7)_50–54,Labour force ('000) (D7)_55–59,Labour force ('000) (D7)_60–64,index_y,national_Employed persons ('000) (D7)_15–19,national_Employed persons ('000) (D7)_20–24,national_Employed persons ('000) (D7)_25–29,national_Employed persons ('000) (D7)_30–34,national_Employed persons ('000) (D7)_35–39,national_Employed persons ('000) (D7)_40–44,national_Employed persons ('000) (D7)_45–49,national_Employed persons ('000) (D7)_50–54,national_Employed persons ('000) (D7)_55–59,national_Employed persons ('000) (D7)_60–64,national_Labour force ('000) (D7)_15–19,national_Labour force ('000) (D7)_20–24,national_Labour force ('000) (D7)_25–29,national_Labour force ('000) (D7)_30–34,national_Labour force ('000) (D7)_35–39,national_Labour force ('000) (D7)_40–44,national_Labour force ('000) (D7)_45–49,national_Labour force ('000) (D7)_50–54,national_Labour force ('000) (D7)_55–59,national_Labour force ('000) (D7)_60–64,Female_Unemployment Rate (%) (D6),Male_Unemployment Rate (%) (D6),national_Female_Unemployment Rate (%) (D6),national_Male_Unemployment Rate (%) (D6),index_x_,Employed persons ('000) (D3)_Certificate,Employed persons ('000) (D3)_Degree,Employed persons ('000) (D3)_Diploma,Employed persons ('000) (D3)_No certificate,Employed persons ('000) (D3)_Not applicable,Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Employed persons ('000) (D3)_Religious certificate,Employed persons ('000) (D3)_SPM or equivalent,Employed persons ('000) (D3)_STPM or equivalent,Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,Labour Force ('000) (D3)_Certificate,Labour Force ('000) (D3)_Degree,Labour Force ('000) (D3)_Diploma,Labour Force ('000) (D3)_No certificate,Labour Force ('000) (D3)_Not applicable,Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,Labour Force ('000) (D3)_Religious certificate,Labour Force ('000) (D3)_SPM or equivalent,Labour Force ('000) (D3)_STPM or equivalent,Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,index_y_,national_Employed persons ('000) (D3)_Certificate,national_Employed persons ('000) (D3)_Degree,national_Employed persons ('000) (D3)_Diploma,national_Employed persons ('000) (D3)_No certificate,national_Employed persons ('000) (D3)_Not applicable,national_Employed persons ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Employed persons ('000) (D3)_Religious certificate,national_Employed persons ('000) (D3)_SPM or equivalent,national_Employed persons ('000) (D3)_STPM or equivalent,national_Employed persons ('000) (D3)_UPSR/UPSRA or equivalent,national_Labour Force ('000) (D3)_Certificate,national_Labour Force ('000) (D3)_Degree,national_Labour Force ('000) (D3)_Diploma,national_Labour Force ('000) (D3)_No certificate,national_Labour Force ('000) (D3)_Not applicable,national_Labour Force ('000) (D3)_PT3/PMR/SRP/LCE/SRA or equivalent,national_Labour Force ('000) (D3)_Religious certificate,national_Labour Force ('000) (D3)_SPM or equivalent,national_Labour Force ('000) (D3)_STPM or equivalent,national_Labour Force ('000) (D3)_UPSR/UPSRA or equivalent,Price type (D2),National GDP (RM Million) (D2),national_gdp_growth (%) (D2),national_lf ('000) (D1),national_lf_employed ('000) (D1),national_lf_unemployed ('000) (D1),national_lf_outside ('000) (D1),national_p_rate (%) (D1),national_ep_ratio (%) (D1),national_u_rate (%) (D1),national_CPI (D4),national_Inflation Rate (%) (D4),national_IPI (D5),national_Industrial Production Rate (%) (D5)
511,2015,Terengganu,14.8,61.3,74.5,59.2,47.6,44.5,42.5,38.4,25.3,12.4,17.7,69.1,78.7,60.3,48.4,44.8,42.7,38.7,25.3,12.4,501,450.5,1843.2,2530.9,2269.8,1760.3,1537.1,1364.2,1141.7,780.4,389.6,534.6,2032.6,2622.6,2304.3,1780.7,1548.7,1373.6,1147.4,782.6,390.8,3.7,4.1,3.4,2.9,511.0,20.1,40,38.4,34.6,11.7,44.4,-,188.4,13.6,29.3,21.7,42.5,40.7,34.7,11.8,46,-,195.6,14.4,30.6,501.0,353.1,"1,679.50","1,376.20",879.6,430.7,"1,936.70",-,"5,157.10",410,"1,844.90",370.7,"1,740.40","1,427.50",893.6,445.3,"1,979.10",-,"5,345.60",430.1,"1,885.60",Current Prices,1176941.0,6.371588956683705,14518.0,14067.7,450.3,6869.9,67.9,65.8,3.1,112.8,2.096847186604298,121.2,4.4827586206896575
512,2015,W.P. Kuala Lumpur,10.2,80.1,155.1,160.8,127.2,99.7,84.5,71.0,44.4,20.4,13.4,90.4,162.9,163.7,129.4,100.9,85.4,71.4,44.7,20.5,501,450.5,1843.2,2530.9,2269.8,1760.3,1537.1,1364.2,1141.7,780.4,389.6,534.6,2032.6,2622.6,2304.3,1780.7,1548.7,1373.6,1147.4,782.6,390.8,3.6,3.1,3.4,2.9,512.0,12.5,189.8,123,21.4,3,99.5,-,325.5,22.3,56.4,13.4,192.2,127.6,21.7,3.5,103.4,-,337.4,23.1,60.2,501.0,353.1,"1,679.50","1,376.20",879.6,430.7,"1,936.70",-,"5,157.10",410,"1,844.90",370.7,"1,740.40","1,427.50",893.6,445.3,"1,979.10",-,"5,345.60",430.1,"1,885.60",Current Prices,1176941.0,6.371588956683705,14518.0,14067.7,450.3,6869.9,67.9,65.8,3.1,112.8,2.096847186604298,121.2,4.4827586206896575
513,2015,W.P. Labuan,0.1,1.8,6.3,13.1,6.4,3.5,2.8,2.5,1.8,0.2,1.5,5.4,7.3,9.2,5.1,4.2,3.5,2.6,1.9,0.8,501,450.5,1843.2,2530.9,2269.8,1760.3,1537.1,1364.2,1141.7,780.4,389.6,534.6,2032.6,2622.6,2304.3,1780.7,1548.7,1373.6,1147.4,782.6,390.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2015,W.P. Putrajaya,0.1,1.8,6.3,13.1,6.4,3.5,2.8,2.5,1.8,0.2,0.2,2.0,6.4,13.1,6.4,3.5,2.8,2.5,1.8,0.2,501,450.5,1843.2,2530.9,2269.8,1760.3,1537.1,1364.2,1141.7,780.4,389.6,534.6,2032.6,2622.6,2304.3,1780.7,1548.7,1373.6,1147.4,782.6,390.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2016,Johor,47.4,215.6,268.0,250.1,203.7,179.0,154.9,128.6,91.5,41.8,56.9,240.5,280.8,254.4,206.0,181.1,156.1,129.4,92.0,42.0,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.8,3.4,3.9,3.1,515.0,38,137.4,122.4,49.7,19.9,246.1,-,712.4,39.3,215.5,39.9,143.8,130.2,50.2,20.4,251,-,742.8,41.1,219.9,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
516,2016,Kedah,29.6,121.9,140.7,117.8,105.1,100.8,93.6,84.5,58.7,31.7,35.5,132.3,146.2,120.0,105.8,101.3,94.4,84.9,58.7,31.7,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.6,2.5,3.9,3.1,516.0,28.8,82.1,62.9,51.2,22.9,137.4,-,371.6,30.9,96.5,30.6,85.7,64.9,52.3,22.9,142.1,-,382.4,31.8,98.4,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
517,2016,Kelantan,21.9,87.4,97.6,84.8,71.9,69.1,68.8,61.6,47.9,21.9,25.3,101.5,102.9,85.6,72.5,69.7,68.9,61.6,47.9,21.9,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,4.3,3.5,3.9,3.1,517.0,16.7,69.3,48.9,32.5,34.3,89.3,-,261.6,35,45.4,17.6,73.7,52.2,32.5,34.3,91.5,-,273.5,35.9,46.6,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
519,2016,Melaka,14.8,59.0,66.8,61.0,47.1,39.4,39.4,36.1,23.2,10.3,15.6,60.3,67.8,61.1,47.3,39.5,39.6,36.1,23.2,10.3,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,1.1,0.7,3.9,3.1,519.0,15.8,42.4,47.1,9.6,3.6,54,-,179,10.1,35.7,15.9,43.1,47.6,9.6,3.6,54.3,-,180.6,10.2,35.9,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
520,2016,Negeri Sembilan,10.4,69.1,84.1,67.6,57.1,47.8,45.0,42.1,29.6,14.2,12.0,74.5,87.5,68.4,57.7,48.1,45.4,42.2,29.7,14.2,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,2.9,2.6,3.9,3.1,520.0,14.1,51.5,46.3,38.6,4.1,52.6,-,188.3,12.9,58.5,14.6,53.9,48.9,38.7,4.1,53.4,-,193.9,12.9,59.5,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
521,2016,Pahang,22.2,92.7,118.3,114.8,83.6,71.5,64.5,57.3,42.4,24.9,25.9,100.4,122.8,115.8,84.3,71.9,64.8,57.4,42.4,24.9,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.8,1.9,3.9,3.1,521.0,20.7,64,58.8,38,18.1,98.8,-,280,21.5,92.4,21.5,66.6,62,38.1,18.1,100.8,-,288.2,21.9,93.2,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
522,2016,Perak,33.2,141.1,169.8,125.1,115.0,104.4,101.4,93.3,68.3,36.8,41.0,153.7,177.8,126.7,116.0,105.2,102.4,94.4,68.9,36.8,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,4.6,2.7,3.9,3.1,522.0,23.3,91.4,84.2,39.3,11.2,171.9,-,412.1,26.9,128.1,24.9,95.5,87.7,39.8,11.4,175.1,-,430.5,27.4,130.7,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
523,2016,Perlis,3.1,16.8,16.9,13.5,10.6,8.9,10.2,9.8,6.7,3.7,3.7,18.5,17.3,13.7,10.7,9.0,10.2,9.9,6.7,3.7,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.5,2.6,3.9,3.1,523.0,2.9,10.7,8.7,1.7,1.7,14.8,-,45.7,4.1,10.1,3,11,8.9,1.7,1.7,15,-,47.2,4.5,10.2,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
524,2016,Pulau Pinang,16.2,112.3,144.0,133.5,103.6,96.4,83.6,68.3,47.2,22.2,18.5,117.5,148.4,135.6,105.0,97.5,84.8,68.8,47.2,22.2,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,2.0,2.2,3.9,3.1,524.0,20.8,130.2,91.1,22.3,5.7,136.7,-,311.1,22.7,86.8,21.3,133.9,93.5,22.3,5.7,138,-,319.1,23.4,88.3,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
525,2016,Sabah,124.5,308.2,374.9,277.1,210.9,169.0,139.2,111.2,74.8,34.0,149.0,348.4,398.6,285.0,213.9,170.6,140.4,112.1,75.0,34.0,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,6.1,4.9,3.9,3.1,525.0,24.2,101.6,91.3,313.8,154.9,217.2,-,479.7,65.8,375.5,27.2,109.6,97.5,327.8,162.4,226.3,-,517,71.9,387.4,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
526,2016,Sarawak,46.7,180.0,202.7,166.3,137.3,133.8,124.7,107.1,77.8,41.7,55.1,197.0,211.0,169.7,139.4,134.9,125.6,107.8,77.9,41.9,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.5,3.2,3.9,3.1,526.0,23.6,99,76,77,58.6,195.8,-,404.3,42.4,241.4,25.1,103.5,80.7,77.5,58.7,200.5,-,424.5,44.8,244.8,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
527,2016,Selangor,44.1,346.8,669.7,605.1,458.9,367.4,304.7,227.9,137.8,55.2,51.6,377.2,697.9,621.8,471.0,372.1,310.4,228.2,138.5,56.3,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.9,2.7,3.9,3.1,527.0,81.3,620.8,424.9,67.9,28.2,384.1,-,"1,228.40",77.7,304.4,84.3,644.1,438.2,68.8,28.2,394.4,-,"1,277.90",80,309,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
528,2016,Terengganu,15.3,68.0,75.0,58.9,47.4,45.5,41.3,40.5,24.9,11.8,19.6,75.9,78.8,60.1,47.8,45.7,41.6,40.9,25.1,11.8,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.2,4.7,3.9,3.1,528.0,20.8,47.1,42.4,32,9.6,48.3,-,182.6,15.7,30,22.5,50,44.6,33,10.7,49.9,-,189.1,16.2,31.2,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
529,2016,W.P. Kuala Lumpur,8.8,75.6,151.3,155.1,122.0,99.3,87.0,70.1,42.5,15.6,11.4,84.8,156.1,159.5,126.2,100.4,87.8,71.0,42.7,15.6,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,3.6,3.1,3.9,3.1,529.0,12.9,190.6,131.3,19.3,2.4,80.5,-,324.6,16.2,49.4,13.8,197.2,136.6,19.8,2.6,82.9,-,336,16.5,50.1,518.0,347.5,"1,755.20","1,350.80",794.2,376.1,"1,933.30",-,"5,408.30",424,"1,774.20",366.1,"1,829.00","1,408.60",813.5,386.1,"1,981.50",-,"5,631.40",441.6,"1,810.10",Current Prices,1249698.0,6.181873178009778,14667.8,14163.7,504.1,6987.6,67.7,65.4,3.4,115.2,2.1276595744680904,,
530,2016,W.P. Labuan,0.3,1.7,6.2,13.0,6.5,3.4,2.6,2.6,1.9,0.2,1.5,6.4,7.8,8.9,5.3,4.3,3.5,3.1,2.1,0.7,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,2016,W.P. Putrajaya,0.3,1.7,6.2,13.0,6.5,3.4,2.6,2.6,1.9,0.2,0.4,2.0,6.3,13.1,6.5,3.4,2.6,2.6,1.9,0.2,518,439.5,1900.8,2593.5,2252.1,1785.6,1539.8,1364.2,1144.0,777.3,366.8,522.8,2091.0,2708.0,2299.4,1815.4,1554.5,1378.3,1150.4,779.9,368.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,2017,Johor,45.3,222.5,279.9,258.7,210.7,181.6,153.4,134.8,88.5,41.3,55.9,245.1,288.9,264.6,214.4,183.3,154.9,135.8,89.3,41.6,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,3.6,3.3,3.5,3.3,532.0,43.1,150,144.6,42.6,16.2,234,0,721.6,43,221.7,45.6,155,153.1,43.5,16.4,239.5,-,751.2,44.1,225.5,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
533,2017,Kedah,26.9,120.3,150.1,121.0,107.3,101.9,95.1,83.1,63.7,36.9,31.7,132.0,155.8,123.3,108.3,102.2,95.4,83.3,63.8,37.0,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,2.8,2.9,3.5,3.3,533.0,28,78.7,69.7,40.5,14.5,144.6,0,402.5,33.4,94.4,29.7,81.7,73.1,40.5,14.5,147.1,-,416.3,34.3,95.6,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
534,2017,Kelantan,23.4,103.3,110.0,89.9,73.7,70.1,69.6,65.3,47.7,23.1,27.9,116.0,116.1,91.0,74.0,70.3,69.6,65.3,47.7,23.1,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,3.9,3.4,3.5,3.3,534.0,19.6,63.3,52.5,30.2,29.3,88.1,0,297.6,38.4,57,21.8,68.6,56.4,30.2,29.3,90.2,-,307.2,39.6,57.8,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
536,2017,Melaka,13.1,61.3,75.9,61.5,47.1,39.6,39.1,34.6,23.9,10.3,13.7,62.8,77.0,61.8,47.2,39.6,39.2,34.7,23.9,10.3,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,1.1,0.9,3.5,3.3,536.0,18.9,53,51.8,8.4,4,52.7,0,173.4,10.5,33.5,19,54,52.4,8.4,4.1,53.2,-,174.9,10.5,33.7,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
537,2017,Negeri Sembilan,13.5,71.2,87.1,71.3,57.2,49.3,45.4,39.6,28.6,14.1,15.8,76.8,90.8,72.2,57.6,49.5,45.8,39.8,28.7,14.1,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,2.9,2.8,3.5,3.3,537.0,13.9,60.5,53,23.7,3.2,67.4,0,200.3,11,44.4,14.3,62.6,55.3,24,3.2,69,-,206.3,11.4,45.1,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
538,2017,Pahang,18.7,92.0,118.8,117.3,85.5,70.7,62.8,57.3,42.6,24.6,22.5,102.0,122.7,118.3,86.3,70.9,63.3,57.4,42.8,24.6,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,3.9,2.4,3.5,3.3,538.0,17.5,61.5,55.3,34.9,14.7,98.2,0,303.4,19.2,85.4,18.8,64.4,58.8,35,14.7,100.6,-,312.2,19.8,86.6,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
539,2017,Perak,33.6,149.6,176.3,134.8,114.4,107.0,103.7,95.5,65.4,33.0,40.7,165.2,185.7,137.8,115.2,108.1,104.9,96.3,65.6,33.0,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,4.4,3.3,3.5,3.3,539.0,26,98.1,82.2,47.9,20.8,167.3,0,423.3,24.4,123.5,26.7,104.8,88.8,48.7,20.8,172.1,-,439.7,25.2,125.6,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
540,2017,Perlis,2.4,13.7,17.4,14.2,10.6,8.9,10.2,9.9,7.0,4.1,2.7,15.7,17.9,14.5,10.7,9.0,10.3,9.9,7.0,4.1,535,441.4,1912.3,2639.2,2367.7,1863.5,1566.8,1363.9,1152.6,788.3,381.1,521.4,2116.2,2745.3,2410.7,1887.0,1581.8,1382.2,1161.0,792.2,382.3,4.6,2.7,3.5,3.3,540.0,3.7,13.2,8.5,2.7,1.4,14,0,43.5,4.8,6.6,4,13.9,9.2,2.7,1.5,14.3,-,44.8,4.9,6.7,535.0,351.6,"1,874.40","1,394.60",704.7,379.1,"1,959.60",0,"5,708.70",419.7,"1,684.40",370.6,"1,941.10","1,465.50",721.2,390.1,"2,010.40",-,"5,925.00",437.4,"1,719.00",Current Prices,1372309.0,9.811250398096183,14980.1,14476.8,503.3,7065.0,68.0,65.7,3.4,119.5,3.732638888888886,,
