Year,Highest certificate obtained,State,Labour Force ('000),Employed persons ('000)
2014,UPSR/UPSRA or equivalent,Kedah,69,68
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,136.1,133.9
2014,SPM or equivalent,Kedah,354.9,345.3
2014,STPM or equivalent,Kedah,34.9,34.3
2014,Certificate,Kedah,28.7,27.3
2014,Diploma,Kedah,70.9,66.5
2014,Degree,Kedah,71.1,67.2
2014,Religious certificate,Kedah,-,-
2014,No certificate,Kedah,99.2,98.4
2014,Not applicable,Kedah,19.2,18.8
2014,Total,Kelantan,646.2,625.2
2014,UPSR/UPSRA or equivalent,Kelantan,54.9,54.1
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,94.9,93
2014,SPM or equivalent,Kelantan,264.3,256.4
2014,STPM or equivalent,Kelantan,37.2,35.4
2014,Certificate,Kelantan,14.2,13.4
2014,Diploma,Kelantan,47.8,44.5
2014,Degree,Kelantan,59.5,55.2
2014,Religious certificate,Kelantan,-,-
2014,No certificate,Kelantan,46.1,46
2014,Not applicable,Kelantan,27.3,27.3
2014,Total,Melaka,398.3,394.9
2014,UPSR/UPSRA or equivalent,Melaka,27.1,27
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,53.1,52.6
2014,SPM or equivalent,Melaka,181.7,180.3
2014,STPM or equivalent,Melaka,10.7,10.5
2014,Certificate,Melaka,16.1,15.7
2014,Diploma,Melaka,39.4,39.1
2014,Degree,Melaka,40,39.4
2014,Religious certificate,Melaka,-,-
2014,No certificate,Melaka,27.8,27.8
2014,Not applicable,Melaka,2.5,2.5
2014,Total,Negeri Sembilan,480.9,466.5
2014,UPSR/UPSRA or equivalent,Negeri Sembilan,68.8,67.6
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,51.8,51
2014,SPM or equivalent,Negeri Sembilan,185.9,178.6
2014,STPM or equivalent,Negeri Sembilan,9.9,9.8
2014,Certificate,Negeri Sembilan,12.7,12
2014,Diploma,Negeri Sembilan,49.3,47.4
2014,Degree,Negeri Sembilan,50.2,48.6
2014,Religious certificate,Negeri Sembilan,-,-
2014,No certificate,Negeri Sembilan,45.6,45.1
2014,Not applicable,Negeri Sembilan,6.7,6.4
2014,Total,Pahang,702.1,683.2
2014,UPSR/UPSRA or equivalent,Pahang,111.1,110.1
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,98.7,97.2
2014,SPM or equivalent,Pahang,275.9,268.1
2014,STPM or equivalent,Pahang,18.2,17
2014,Certificate,Pahang,22.2,21.1
2014,Diploma,Pahang,54,51.8
2014,Degree,Pahang,55.6,51.8
2014,Religious certificate,Pahang,-,-
2014,No certificate,Pahang,51.8,51.6
2014,Not applicable,Pahang,14.5,14.5
2014,Total,Pulau Pinang,852.5,839.2
2014,UPSR/UPSRA or equivalent,Pulau Pinang,94.7,94
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,114.5,113.4
2014,SPM or equivalent,Pulau Pinang,354.5,349.4
2014,STPM or equivalent,Pulau Pinang,26.9,26.8
2014,Certificate,Pulau Pinang,25,24.3
2014,Diploma,Pulau Pinang,80.8,78.6
2014,Degree,Pulau Pinang,105,101.7
2014,Religious certificate,Pulau Pinang,-,-
2014,No certificate,Pulau Pinang,43.1,43.1
2014,Not applicable,Pulau Pinang,8,7.9
2014,Total,Perak,987.2,954.1
2014,UPSR/UPSRA or equivalent,Perak,119,116.6
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,175.8,170.6
2014,SPM or equivalent,Perak,416,402.2
2014,STPM or equivalent,Perak,25.3,23.7
2014,Certificate,Perak,25.1,23.9
2014,Diploma,Perak,81.7,77.1
2014,Degree,Perak,72.1,67.9
2014,Religious certificate,Perak,-,-
2014,No certificate,Perak,60.4,60.2
2014,Not applicable,Perak,11.9,11.8
2014,Total,Perlis,98.5,95.2
2014,UPSR/UPSRA or equivalent,Perlis,11,10.9
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,14.3,14.1
2014,SPM or equivalent,Perlis,43.4,42
2014,STPM or equivalent,Perlis,4.8,4.5
2014,Certificate,Perlis,2.9,2.8
2014,Diploma,Perlis,8.2,7.7
2014,Degree,Perlis,9.4,8.9
2014,Religious certificate,Perlis,-,-
2014,No certificate,Perlis,3,3
2014,Not applicable,Perlis,1.4,1.4
2014,Total,Selangor,"3,096.00","3,033.60"
2014,UPSR/UPSRA or equivalent,Selangor,297,292.9
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,347.3,342.7
2014,SPM or equivalent,Selangor,"1,184.60","1,159.30"
2014,STPM or equivalent,Selangor,71.2,70
2014,Certificate,Selangor,91.7,89.7
2014,Diploma,Selangor,393.8,384.2
2014,Degree,Selangor,562,548.4
2014,Religious certificate,Selangor,-,-
2014,No certificate,Selangor,126.6,125
2014,Not applicable,Selangor,21.7,21.7
2014,Total,Terengganu,432.8,414.9
2014,UPSR/UPSRA or equivalent,Terengganu,28.6,27.8
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,49.7,48
2014,SPM or equivalent,Terengganu,182,174.9
2014,STPM or equivalent,Terengganu,16.8,16
2014,Certificate,Terengganu,21.6,20.2
2014,Diploma,Terengganu,39,36.3
2014,Degree,Terengganu,38.9,35.9
2014,Religious certificate,Terengganu,-,-
2014,No certificate,Terengganu,41.7,41.3
2014,Not applicable,Terengganu,14.5,14.4
2014,Total,Sabah,"1,831.60","1,740.90"
2014,UPSR/UPSRA or equivalent,Sabah,362,351.8
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,238.8,229.3
2014,SPM or equivalent,Sabah,460.7,427.8
2014,STPM or equivalent,Sabah,69,62.5
2014,Certificate,Sabah,21.4,19.4
2014,Diploma,Sabah,98.3,90.8
2014,Degree,Sabah,104.6,100.9
2014,Religious certificate,Sabah,-,-
2014,No certificate,Sabah,309.6,300.7
2014,Not applicable,Sabah,167.2,157.8
2014,Total,Sarawak,"1,271.40","1,232.20"
2014,UPSR/UPSRA or equivalent,Sarawak,250.2,244.7
2014,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,215.3,209.3
2014,SPM or equivalent,Sarawak,415.2,398.2
2014,STPM or equivalent,Sarawak,40.1,38.4
2014,Certificate,Sarawak,24.2,22.6
2014,Diploma,Sarawak,78.6,75.8
2014,Degree,Sarawak,88.8,85.4
2014,Religious certificate,Sarawak,-,-
2014,No certificate,Sarawak,85.8,85
2014,Not applicable,Sarawak,73.1,72.8
2014,Total,W.P. Kuala Lumpur,877,852
2014,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,67.8,65.2
2014,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,98.1,95.5
2014,SPM or equivalent,W.P. Kuala Lumpur,329,319.4
2014,STPM or equivalent,W.P. Kuala Lumpur,19.9,19.6
2014,Certificate,W.P. Kuala Lumpur,13.6,13.1
2014,Diploma,W.P. Kuala Lumpur,128.9,124.7
2014,Degree,W.P. Kuala Lumpur,184.8,180.7
2014,Religious certificate,W.P. Kuala Lumpur,-,-
2014,No certificate,W.P. Kuala Lumpur,26.4,25.9
2014,Not applicable,W.P. Kuala Lumpur,8.3,7.9
2014,Total,W.P. Labuan,43,40.8
2014,UPSR/UPSRA or equivalent,W.P. Labuan,5.2,5
2014,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,6.7,6.5
2014,SPM or equivalent,W.P. Labuan,17.5,16.4
2014,STPM or equivalent,W.P. Labuan,1.6,1.4
2014,Certificate,W.P. Labuan,1.6,1.5
2014,Diploma,W.P. Labuan,3.6,3.4
2014,Degree,W.P. Labuan,3.5,3.4
2014,Religious certificate,W.P. Labuan,-, -
2014,No certificate,W.P. Labuan,1.8,1.8
2014,Not applicable,W.P. Labuan,1.5,1.5
2014,Total,W.P. Putrajaya,40.8,40.3
2014,UPSR/UPSRA or equivalent,W.P. Putrajaya,0.7,0.7
2014,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Putrajaya,1,1
2014,SPM or equivalent,W.P. Putrajaya,13.7,13.5
2014,STPM or equivalent,W.P. Putrajaya,2.2,2.2
2014,Certificate,W.P. Putrajaya,2.4,2.3
2014,Diploma,W.P. Putrajaya,9.3,9.2
2014,Degree,W.P. Putrajaya,11.4,11.3
2014,Religious certificate,W.P. Putrajaya,,
2014,No certificate,W.P. Putrajaya,0,0
2014,Not applicable,W.P. Putrajaya,               -, -
2015,Total,Malaysia,"14,518.00","14,067.70"
2015,UPSR/UPSRA or equivalent,Malaysia,"1,885.60","1,844.90"
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,979.10","1,936.70"
2015,SPM or equivalent,Malaysia,"5,345.60","5,157.10"
2015,STPM or equivalent,Malaysia,430.1,410
2015,Certificate,Malaysia,370.7,353.1
2015,Diploma,Malaysia,"1,427.50","1,376.20"
2015,Degree,Malaysia,"1,740.40","1,679.50"
2015,Religious certificate,Malaysia,-,-
2015,No certificate,Malaysia,893.6,879.6
2015,Not applicable,Malaysia,445.3,430.7
2015,Total,Johor,"1,633.20","1,582.60"
2015,UPSR/UPSRA or equivalent,Johor,240.8,236.9
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,268.8,261.7
2015,SPM or equivalent,Johor,697.3,671.3
2015,STPM or equivalent,Johor,38.6,36.9
2015,Certificate,Johor,42.1,41.1
2015,Diploma,Johor,138.9,133.4
2015,Degree,Johor,137.8,133.6
2015,Religious certificate,Johor,-,-
2015,No certificate,Johor,43.4,42.4
2015,Not applicable,Johor,25.5,25.2
2015,Total,Kedah,905.3,881.6
2015,UPSR/UPSRA or equivalent,Kedah,84.2,82.6
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,151.2,149
2015,SPM or equivalent,Kedah,358.2,348
2015,STPM or equivalent,Kedah,34.3,33.4
2015,Certificate,Kedah,31.3,28.9
2015,Diploma,Kedah,68.2,65.7
2015,Degree,Kedah,75.6,72.2
2015,Religious certificate,Kedah,-,-
2015,No certificate,Kedah,75,74.6
2015,Not applicable,Kedah,27.4,27.3
2015,Total,Kelantan,676.2,652.1
2015,UPSR/UPSRA or equivalent,Kelantan,56.1,54.5
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,98.9,97.2
2015,SPM or equivalent,Kelantan,274.4,263.4
2015,STPM or equivalent,Kelantan,40.8,39.1
2015,Certificate,Kelantan,16.4,15.5
2015,Diploma,Kelantan,55.4,52.5
2015,Degree,Kelantan,66.4,62.4
2015,Religious certificate,Kelantan,-,-
2015,No certificate,Kelantan,34.7,34.4
2015,Not applicable,Kelantan,33.1,33
2015,Total,Melaka,402.4,398.3
2015,UPSR/UPSRA or equivalent,Melaka,34.8,34.3
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,53.6,53.3
2015,SPM or equivalent,Melaka,180,178.3
2015,STPM or equivalent,Melaka,9.5,9.5
2015,Certificate,Melaka,16.8,16.8
2015,Diploma,Melaka,43.8,43.1
2015,Degree,Melaka,46.7,46
2015,Religious certificate,Melaka,-,-
2015,No certificate,Melaka,12.4,12.2
2015,Not applicable,Melaka,4.7,4.7
2015,Total,Negeri Sembilan,483.6,468.7
2015,UPSR/UPSRA or equivalent,Negeri Sembilan,59.2,57.8
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,52.4,51.8
2015,SPM or equivalent,Negeri Sembilan,206.8,199.5
2015,STPM or equivalent,Negeri Sembilan,12.6,12.1
2015,Certificate,Negeri Sembilan,11.8,11.3
2015,Diploma,Negeri Sembilan,46,44.2
2015,Degree,Negeri Sembilan,50.2,47.6
2015,Religious certificate,Negeri Sembilan,-,-
2015,No certificate,Negeri Sembilan,38.2,37.9
2015,Not applicable,Negeri Sembilan,6.4,6.4
2015,Total,Pahang,718.2,697.5
2015,UPSR/UPSRA or equivalent,Pahang,104.4,103.4
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,103.8,102
2015,SPM or equivalent,Pahang,283.9,275.6
2015,STPM or equivalent,Pahang,19.5,18.6
2015,Certificate,Pahang,23.8,22.2
2015,Diploma,Pahang,61.4,57.8
2015,Degree,Pahang,55.6,52.8
2015,Religious certificate,Pahang,-,-
2015,No certificate,Pahang,46.2,45.7
2015,Not applicable,Pahang,19.6,19.6
2015,Total,Pulau Pinang,848.2,834.2
2015,UPSR/UPSRA or equivalent,Pulau Pinang,96.3,95.5
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,125.6,123.7
2015,SPM or equivalent,Pulau Pinang,325.8,319.4
2015,STPM or equivalent,Pulau Pinang,27.1,26.5
2015,Certificate,Pulau Pinang,22.1,21.9
2015,Diploma,Pulau Pinang,94.4,92.5
2015,Degree,Pulau Pinang,110.2,108.1
2015,Religious certificate,Pulau Pinang,-,-
2015,No certificate,Pulau Pinang,40.4,40.4
2015,Not applicable,Pulau Pinang,6.2,6.2
2015,Total,Perak,"1,014.30",981.8
2015,UPSR/UPSRA or equivalent,Perak,129.5,127.5
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,167.8,165.1
2015,SPM or equivalent,Perak,418.1,402.9
2015,STPM or equivalent,Perak,24.9,23.1
2015,Certificate,Perak,27,25.9
2015,Diploma,Perak,90.7,87.5
2015,Degree,Perak,79.3,75.1
2015,Religious certificate,Perak,-,-
2015,No certificate,Perak,55.8,55.5
2015,Not applicable,Perak,21.2,19.2
2015,Total,Perlis,101.1,98.2
2015,UPSR/UPSRA or equivalent,Perlis,10,10
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,14.9,14.6
2015,SPM or equivalent,Perlis,47.3,45.6
2015,STPM or equivalent,Perlis,4.3,4.2
2015,Certificate,Perlis,3.7,3.5
2015,Diploma,Perlis,8.2,8
2015,Degree,Perlis,9.9,9.4
2015,Religious certificate,Perlis,-,-
2015,No certificate,Perlis,1.7,1.7
2015,Not applicable,Perlis,1.1,1.1
2015,Total,Selangor,"3,212.90","3,135.00"
2015,UPSR/UPSRA or equivalent,Selangor,352.2,344.9
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,343.4,336.1
2015,SPM or equivalent,Selangor,"1,128.90","1,102.60"
2015,STPM or equivalent,Selangor,69.4,68.5
2015,Certificate,Selangor,87.4,84.6
2015,Diploma,Selangor,461.9,450.9
2015,Degree,Selangor,632.9,611.1
2015,Religious certificate,Selangor,-,-
2015,No certificate,Selangor,109.8,109.5
2015,Not applicable,Selangor,26.9,26.8
2015,Total,Terengganu,438,420.5
2015,UPSR/UPSRA or equivalent,Terengganu,30.6,29.3
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,46,44.4
2015,SPM or equivalent,Terengganu,195.6,188.4
2015,STPM or equivalent,Terengganu,14.4,13.6
2015,Certificate,Terengganu,21.7,20.1
2015,Diploma,Terengganu,40.7,38.4
2015,Degree,Terengganu,42.5,40
2015,Religious certificate,Terengganu,-,-
2015,No certificate,Terengganu,34.7,34.6
2015,Not applicable,Terengganu,11.8,11.7
2015,Total,Sabah,"1,863.40","1,771.10"
2015,UPSR/UPSRA or equivalent,Sabah,371.4,360.2
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,235,228.8
2015,SPM or equivalent,Sabah,472.6,438.1
2015,STPM or equivalent,Sabah,67.6,61.5
2015,Certificate,Sabah,23.6,21.6
2015,Diploma,Sabah,93.1,87
2015,Degree,Sabah,120.7,114.6
2015,Religious certificate,Sabah,-,-
2015,No certificate,Sabah,288.2,279.4
2015,Not applicable,Sabah,191.1,180
2015,Total,Sarawak,"1,258.30","1,214.80"
2015,UPSR/UPSRA or equivalent,Sarawak,251.5,247.1
2015,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,206.4,202
2015,SPM or equivalent,Sarawak,391.4,371.3
2015,STPM or equivalent,Sarawak,39.5,36.7
2015,Certificate,Sarawak,26.1,24.2
2015,Diploma,Sarawak,83.4,78.9
2015,Degree,Sarawak,104.6,101.2
2015,Religious certificate,Sarawak,-,-
2015,No certificate,Sarawak,90.1,88.6
2015,Not applicable,Sarawak,65.2,64.7
2015,Total,W.P. Kuala Lumpur,882.6,853.4
2015,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,60.2,56.4
2015,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,103.4,99.5
2015,SPM or equivalent,W.P. Kuala Lumpur,337.4,325.5
2015,STPM or equivalent,W.P. Kuala Lumpur,23.1,22.3
2015,Certificate,W.P. Kuala Lumpur,13.4,12.5
2015,Diploma,W.P. Kuala Lumpur,127.6,123
2015,Degree,W.P. Kuala Lumpur,192.2,189.8
2015,Religious certificate,W.P. Kuala Lumpur,-,-
2015,No certificate,W.P. Kuala Lumpur,21.7,21.4
2015,Not applicable,W.P. Kuala Lumpur,3.5,3
2015,Total,W.P. Labuan,41.5,39.5
2015,UPSR/UPSRA or equivalent,W.P. Labuan,4.1,3.9
2015,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,7,6.6
2015,SPM or equivalent,W.P. Labuan,16.8,15.9
2015,STPM or equivalent,W.P. Labuan,2.2,2
2015,Certificate,W.P. Labuan,1.4,1.3
2015,Diploma,W.P. Labuan,4.1,3.9
2015,Degree,W.P. Labuan,3.3,3.2
2015,Religious certificate,W.P. Labuan,-, -
2015,No certificate,W.P. Labuan,1.2,1.2
2015,Not applicable,W.P. Labuan,1.5,1.5
2015,Total,W.P. Putrajaya,38.9,38.5
2015,UPSR/UPSRA or equivalent,W.P. Putrajaya,0.5,0.5
2015,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Putrajaya,0.8,0.8
2015,SPM or equivalent,W.P. Putrajaya,11.2,11.2
2015,STPM or equivalent,W.P. Putrajaya,2.2,2.1
2015,Certificate,W.P. Putrajaya,1.8,1.8
2015,Diploma,W.P. Putrajaya,9.6,9.5
2015,Degree,W.P. Putrajaya,12.7,12.5
2015,Religious certificate,W.P. Putrajaya,,
2015,No certificate,W.P. Putrajaya,0,0
2015,Not applicable,W.P. Putrajaya,0.1,0.1
2016,Total,Malaysia,"14,667.80","14,163.70"
2016,UPSR/UPSRA or equivalent,Malaysia,"1,810.10","1,774.20"
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Malaysia,"1,981.50","1,933.30"
2016,SPM or equivalent,Malaysia,"5,631.40","5,408.30"
2016,STPM or equivalent,Malaysia,441.6,424
2016,Certificate,Malaysia,366.1,347.5
2016,Diploma,Malaysia,"1,408.60","1,350.80"
2016,Degree,Malaysia,"1,829.00","1,755.20"
2016,Religious certificate,Malaysia,-,-
2016,No certificate,Malaysia,813.5,794.2
2016,Not applicable,Malaysia,386.1,376.1
2016,Total,Johor,"1,639.10","1,580.60"
2016,UPSR/UPSRA or equivalent,Johor,219.9,215.5
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Johor,251,246.1
2016,SPM or equivalent,Johor,742.8,712.4
2016,STPM or equivalent,Johor,41.1,39.3
2016,Certificate,Johor,39.9,38
2016,Diploma,Johor,130.2,122.4
2016,Degree,Johor,143.8,137.4
2016,Religious certificate,Johor,-,-
2016,No certificate,Johor,50.2,49.7
2016,Not applicable,Johor,20.4,19.9
2016,Total,Kedah,910.9,884.3
2016,UPSR/UPSRA or equivalent,Kedah,98.4,96.5
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Kedah,142.1,137.4
2016,SPM or equivalent,Kedah,382.4,371.6
2016,STPM or equivalent,Kedah,31.8,30.9
2016,Certificate,Kedah,30.6,28.8
2016,Diploma,Kedah,64.9,62.9
2016,Degree,Kedah,85.7,82.1
2016,Religious certificate,Kedah,-,-
2016,No certificate,Kedah,52.3,51.2
2016,Not applicable,Kedah,22.9,22.9
2016,Total,Kelantan,657.8,632.9
2016,UPSR/UPSRA or equivalent,Kelantan,46.6,45.4
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Kelantan,91.5,89.3
2016,SPM or equivalent,Kelantan,273.5,261.6
2016,STPM or equivalent,Kelantan,35.9,35
2016,Certificate,Kelantan,17.6,16.7
2016,Diploma,Kelantan,52.2,48.9
2016,Degree,Kelantan,73.7,69.3
2016,Religious certificate,Kelantan,-,-
2016,No certificate,Kelantan,32.5,32.5
2016,Not applicable,Kelantan,34.3,34.3
2016,Total,Melaka,400.8,397.3
2016,UPSR/UPSRA or equivalent,Melaka,35.9,35.7
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Melaka,54.3,54
2016,SPM or equivalent,Melaka,180.6,179
2016,STPM or equivalent,Melaka,10.2,10.1
2016,Certificate,Melaka,15.9,15.8
2016,Diploma,Melaka,47.6,47.1
2016,Degree,Melaka,43.1,42.4
2016,Religious certificate,Melaka,-,-
2016,No certificate,Melaka,9.6,9.6
2016,Not applicable,Melaka,3.6,3.6
2016,Total,Negeri Sembilan,479.7,466.9
2016,UPSR/UPSRA or equivalent,Negeri Sembilan,59.5,58.5
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Negeri Sembilan,53.4,52.6
2016,SPM or equivalent,Negeri Sembilan,193.9,188.3
2016,STPM or equivalent,Negeri Sembilan,12.9,12.9
2016,Certificate,Negeri Sembilan,14.6,14.1
2016,Diploma,Negeri Sembilan,48.9,46.3
2016,Degree,Negeri Sembilan,53.9,51.5
2016,Religious certificate,Negeri Sembilan,-,-
2016,No certificate,Negeri Sembilan,38.7,38.6
2016,Not applicable,Negeri Sembilan,4.1,4.1
2016,Total,Pahang,710.5,692.2
2016,UPSR/UPSRA or equivalent,Pahang,93.2,92.4
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Pahang,100.8,98.8
2016,SPM or equivalent,Pahang,288.2,280
2016,STPM or equivalent,Pahang,21.9,21.5
2016,Certificate,Pahang,21.5,20.7
2016,Diploma,Pahang,62,58.8
2016,Degree,Pahang,66.6,64
2016,Religious certificate,Pahang,-,-
2016,No certificate,Pahang,38.1,38
2016,Not applicable,Pahang,18.1,18.1
2016,Total,Pulau Pinang,845.5,827.4
2016,UPSR/UPSRA or equivalent,Pulau Pinang,88.3,86.8
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Pulau Pinang,138,136.7
2016,SPM or equivalent,Pulau Pinang,319.1,311.1
2016,STPM or equivalent,Pulau Pinang,23.4,22.7
2016,Certificate,Pulau Pinang,21.3,20.8
2016,Diploma,Pulau Pinang,93.5,91.1
2016,Degree,Pulau Pinang,133.9,130.2
2016,Religious certificate,Pulau Pinang,-,-
2016,No certificate,Pulau Pinang,22.3,22.3
2016,Not applicable,Pulau Pinang,5.7,5.7
2016,Total,Perak,"1,023.10",988.2
2016,UPSR/UPSRA or equivalent,Perak,130.7,128.1
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Perak,175.1,171.9
2016,SPM or equivalent,Perak,430.5,412.1
2016,STPM or equivalent,Perak,27.4,26.9
2016,Certificate,Perak,24.9,23.3
2016,Diploma,Perak,87.7,84.2
2016,Degree,Perak,95.5,91.4
2016,Religious certificate,Perak,-,-
2016,No certificate,Perak,39.8,39.3
2016,Not applicable,Perak,11.4,11.2
2016,Total,Perlis,103.1,100.1
2016,UPSR/UPSRA or equivalent,Perlis,10.2,10.1
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Perlis,15,14.8
2016,SPM or equivalent,Perlis,47.2,45.7
2016,STPM or equivalent,Perlis,4.5,4.1
2016,Certificate,Perlis,3,2.9
2016,Diploma,Perlis,8.9,8.7
2016,Degree,Perlis,11,10.7
2016,Religious certificate,Perlis,-,-
2016,No certificate,Perlis,1.7,1.7
2016,Not applicable,Perlis,1.7,1.7
2016,Total,Selangor,"3,325.00","3,217.60"
2016,UPSR/UPSRA or equivalent,Selangor,309,304.4
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Selangor,394.4,384.1
2016,SPM or equivalent,Selangor,"1,277.90","1,228.40"
2016,STPM or equivalent,Selangor,80,77.7
2016,Certificate,Selangor,84.3,81.3
2016,Diploma,Selangor,438.2,424.9
2016,Degree,Selangor,644.1,620.8
2016,Religious certificate,Selangor,-,-
2016,No certificate,Selangor,68.8,67.9
2016,Not applicable,Selangor,28.2,28.2
2016,Total,Terengganu,447.2,428.5
2016,UPSR/UPSRA or equivalent,Terengganu,31.2,30
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Terengganu,49.9,48.3
2016,SPM or equivalent,Terengganu,189.1,182.6
2016,STPM or equivalent,Terengganu,16.2,15.7
2016,Certificate,Terengganu,22.5,20.8
2016,Diploma,Terengganu,44.6,42.4
2016,Degree,Terengganu,50,47.1
2016,Religious certificate,Terengganu,-,-
2016,No certificate,Terengganu,33,32
2016,Not applicable,Terengganu,10.7,9.6
2016,Total,Sabah,"1,927.10","1,823.70"
2016,UPSR/UPSRA or equivalent,Sabah,387.4,375.5
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Sabah,226.3,217.2
2016,SPM or equivalent,Sabah,517,479.7
2016,STPM or equivalent,Sabah,71.9,65.8
2016,Certificate,Sabah,27.2,24.2
2016,Diploma,Sabah,97.5,91.3
2016,Degree,Sabah,109.6,101.6
2016,Religious certificate,Sabah,-,-
2016,No certificate,Sabah,327.8,313.8
2016,Not applicable,Sabah,162.4,154.9
2016,Total,Sarawak,"1,260.10","1,218.20"
2016,UPSR/UPSRA or equivalent,Sarawak,244.8,241.4
2016,PT3/PMR/SRP/LCE/SRA or equivalent,Sarawak,200.5,195.8
2016,SPM or equivalent,Sarawak,424.5,404.3
2016,STPM or equivalent,Sarawak,44.8,42.4
2016,Certificate,Sarawak,25.1,23.6
2016,Diploma,Sarawak,80.7,76
2016,Degree,Sarawak,103.5,99
2016,Religious certificate,Sarawak,-,-
2016,No certificate,Sarawak,77.5,77
2016,Not applicable,Sarawak,58.7,58.6
2016,Total,W.P. Kuala Lumpur,855.4,827.2
2016,UPSR/UPSRA or equivalent,W.P. Kuala Lumpur,50.1,49.4
2016,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Kuala Lumpur,82.9,80.5
2016,SPM or equivalent,W.P. Kuala Lumpur,336,324.6
2016,STPM or equivalent,W.P. Kuala Lumpur,16.5,16.2
2016,Certificate,W.P. Kuala Lumpur,13.8,12.9
2016,Diploma,W.P. Kuala Lumpur,136.6,131.3
2016,Degree,W.P. Kuala Lumpur,197.2,190.6
2016,Religious certificate,W.P. Kuala Lumpur,-,-
2016,No certificate,W.P. Kuala Lumpur,19.8,19.3
2016,Not applicable,W.P. Kuala Lumpur,2.6,2.4
2016,Total,W.P. Labuan,43.6,40.2
2016,UPSR/UPSRA or equivalent,W.P. Labuan,4.2,3.9
2016,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Labuan,5.5,5
2016,SPM or equivalent,W.P. Labuan,18.1,16.6
2016,STPM or equivalent,W.P. Labuan,1.6,1.5
2016,Certificate,W.P. Labuan,1.9,1.7
2016,Diploma,W.P. Labuan,5,4.6
2016,Degree,W.P. Labuan,4.6,4.3
2016,Religious certificate,W.P. Labuan,-, -
2016,No certificate,W.P. Labuan,1.4,1.3
2016,Not applicable,W.P. Labuan,1.3,1.2
2016,Total,W.P. Putrajaya,38.9,38.2
2016,UPSR/UPSRA or equivalent,W.P. Putrajaya,0.8,0.8
2016,PT3/PMR/SRP/LCE/SRA or equivalent,W.P. Putrajaya,0.8,0.7
2016,SPM or equivalent,W.P. Putrajaya,10.7,10.5
2016,STPM or equivalent,W.P. Putrajaya,1.4,1.4
2016,Certificate,W.P. Putrajaya,2,2
2016,Diploma,W.P. Putrajaya,10,9.8
2016,Degree,W.P. Putrajaya,13,12.8
2016,Religious certificate,W.P. Putrajaya,,
2016,No certificate,W.P. Putrajaya,0.2,0.2
2016,Not applicable,W.P. Putrajaya,               -, -
